ID,start_date,year,month,receiver_country,initiator_country,cyber_conflict_issue,offline_conflict_issue_subcode,receiver_region
43,2007-01-01,2007.0,1.0,Libya,Unknown,Unknown,,"['AFRICA', 'NAF', 'MENA', 'SOUTHAM', 'EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'WESTEU', 'MEA', 'NORTHAM']"
43,2007-01-01,2007.0,1.0,United States,Unknown,Unknown,,"['AFRICA', 'NAF', 'MENA', 'SOUTHAM', 'EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'WESTEU', 'MEA', 'NORTHAM']"
44,2007-01-01,2007.0,1.0,United States,China,International power,,"['NATO', 'NORTHAM', 'NO_REGION']"
44,2007-01-01,2007.0,1.0,Europe (region),China,International power,,"['NATO', 'NORTHAM', 'NO_REGION']"
45,2007-01-01,2007.0,1.0,Global (region),United Kingdom,Unknown,,['NO_REGION']
45,2007-01-01,2007.0,1.0,Global (region),United States,Unknown,,['NO_REGION']
46,2007-01-01,2007.0,1.0,"Iran, Islamic Republic of",Israel,System / ideology,,"['ASIA', 'MENA', 'MEA']"
46,2007-01-01,2007.0,1.0,"Iran, Islamic Republic of",Israel,International power,,"['ASIA', 'MENA', 'MEA']"
46,2007-01-01,2007.0,1.0,"Iran, Islamic Republic of",United States,System / ideology,,"['ASIA', 'MENA', 'MEA']"
46,2007-01-01,2007.0,1.0,"Iran, Islamic Republic of",United States,International power,,"['ASIA', 'MENA', 'MEA']"
48,2007-01-01,2007.0,1.0,EU (institutions),United States,Unknown,,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'BALKANS', 'ASIA', 'SCS', 'NEA', 'MEA', 'SASIA', 'SCO']"
48,2007-01-01,2007.0,1.0,France,United States,Unknown,,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'BALKANS', 'ASIA', 'SCS', 'NEA', 'MEA', 'SASIA', 'SCO']"
48,2007-01-01,2007.0,1.0,Greece,United States,Unknown,,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'BALKANS', 'ASIA', 'SCS', 'NEA', 'MEA', 'SASIA', 'SCO']"
48,2007-01-01,2007.0,1.0,Italy,United States,Unknown,,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'BALKANS', 'ASIA', 'SCS', 'NEA', 'MEA', 'SASIA', 'SCO']"
48,2007-01-01,2007.0,1.0,Mexico,United States,Unknown,,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'BALKANS', 'ASIA', 'SCS', 'NEA', 'MEA', 'SASIA', 'SCO']"
48,2007-01-01,2007.0,1.0,"Korea, Republic of",United States,Unknown,,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'BALKANS', 'ASIA', 'SCS', 'NEA', 'MEA', 'SASIA', 'SCO']"
48,2007-01-01,2007.0,1.0,Turkey,United States,Unknown,,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'BALKANS', 'ASIA', 'SCS', 'NEA', 'MEA', 'SASIA', 'SCO']"
48,2007-01-01,2007.0,1.0,Japan,United States,Unknown,,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'BALKANS', 'ASIA', 'SCS', 'NEA', 'MEA', 'SASIA', 'SCO']"
48,2007-01-01,2007.0,1.0,India,United States,Unknown,,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'BALKANS', 'ASIA', 'SCS', 'NEA', 'MEA', 'SASIA', 'SCO']"
49,2007-01-01,2007.0,1.0,"Congo, the Democratic Republic of the",Germany,Unknown,,"['AFRICA', 'SSA']"
50,2007-01-01,2007.0,1.0,United States,Unknown,System / ideology,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'SASIA']"
50,2007-01-01,2007.0,1.0,United States,Unknown,International power,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'SASIA']"
50,2007-01-01,2007.0,1.0,France,Unknown,System / ideology,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'SASIA']"
50,2007-01-01,2007.0,1.0,France,Unknown,International power,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'SASIA']"
50,2007-01-01,2007.0,1.0,Russia,Unknown,System / ideology,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'SASIA']"
50,2007-01-01,2007.0,1.0,Russia,Unknown,International power,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'SASIA']"
50,2007-01-01,2007.0,1.0,Pakistan,Unknown,System / ideology,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'SASIA']"
50,2007-01-01,2007.0,1.0,Pakistan,Unknown,International power,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'SASIA']"
50,2007-01-01,2007.0,1.0,Holy See (Vatican City State),Unknown,System / ideology,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'SASIA']"
50,2007-01-01,2007.0,1.0,Holy See (Vatican City State),Unknown,International power,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'SASIA']"
50,2007-01-01,2007.0,1.0,Austria,Unknown,System / ideology,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'SASIA']"
50,2007-01-01,2007.0,1.0,Austria,Unknown,International power,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'SASIA']"
50,2007-01-01,2007.0,1.0,Hungary,Unknown,System / ideology,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'SASIA']"
50,2007-01-01,2007.0,1.0,Hungary,Unknown,International power,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'SASIA']"
50,2007-01-01,2007.0,1.0,Poland,Unknown,System / ideology,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'SASIA']"
50,2007-01-01,2007.0,1.0,Poland,Unknown,International power,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'SASIA']"
51,2007-01-01,2007.0,1.0,Russia,Russia,System / ideology,,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
51,2007-01-01,2007.0,1.0,Russia,Russia,National power,,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
52,2007-01-22,2007.0,1.0,Azerbaijan,Armenia,Territory,,"['ASIA', 'CENTAS']"
52,2007-01-22,2007.0,1.0,Azerbaijan,Armenia,Secession,,"['ASIA', 'CENTAS']"
53,2007-01-29,2007.0,1.0,Armenia,Azerbaijan,Territory,,"['ASIA', 'CENTAS', 'CSTO']"
53,2007-01-29,2007.0,1.0,Armenia,Azerbaijan,Secession,,"['ASIA', 'CENTAS', 'CSTO']"
54,2007-02-05,2007.0,2.0,Azerbaijan,Armenia,Territory,,"['ASIA', 'CENTAS']"
54,2007-02-05,2007.0,2.0,Azerbaijan,Armenia,Secession,,"['ASIA', 'CENTAS']"
55,2007-03-01,2007.0,3.0,"Korea, Republic of","Korea, Democratic People's Republic of",System / ideology,,"['ASIA', 'SCS', 'NEA']"
56,2007-04-27,2007.0,4.0,Estonia,Russia,System / ideology,,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
56,2007-04-27,2007.0,4.0,Estonia,Russia,Autonomy,,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
57,2007-06-01,2007.0,6.0,United States,China,International power,,"['NATO', 'NORTHAM']"
58,2007-08-01,2007.0,8.0,Germany,China,Unknown,,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
59,2007-08-12,2007.0,8.0,United Nations,Turkey,System / ideology,,"['NO_REGION', 'NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA', 'EUROPE', 'EU(MS)', 'NORTHEU']"
59,2007-08-12,2007.0,8.0,United Nations Economic and Social Council,Turkey,System / ideology,,"['NO_REGION', 'NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA', 'EUROPE', 'EU(MS)', 'NORTHEU']"
59,2007-08-12,2007.0,8.0,United Nations Environment Programme,Turkey,System / ideology,,"['NO_REGION', 'NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA', 'EUROPE', 'EU(MS)', 'NORTHEU']"
59,2007-08-12,2007.0,8.0,United States,Turkey,System / ideology,,"['NO_REGION', 'NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA', 'EUROPE', 'EU(MS)', 'NORTHEU']"
59,2007-08-12,2007.0,8.0,Israel,Turkey,System / ideology,,"['NO_REGION', 'NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA', 'EUROPE', 'EU(MS)', 'NORTHEU']"
59,2007-08-12,2007.0,8.0,United Kingdom,Turkey,System / ideology,,"['NO_REGION', 'NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA', 'EUROPE', 'EU(MS)', 'NORTHEU']"
60,2007-09-01,2007.0,9.0,United States,Unknown,Unknown,,"['NATO', 'NORTHAM']"
61,2007-09-01,2007.0,9.0,France,China,Unknown,,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
62,2007-09-06,2007.0,9.0,Syria,Israel,Territory,,"['ASIA', 'MENA', 'MEA']"
62,2007-09-06,2007.0,9.0,Syria,Israel,International power,,"['ASIA', 'MENA', 'MEA']"
62,2007-09-06,2007.0,9.0,Syria,Israel,Other,,"['ASIA', 'MENA', 'MEA']"
63,2007-10-01,2007.0,10.0,United States,China,Unknown,,"['NATO', 'NORTHAM']"
64,2007-10-01,2007.0,10.0,China,Taiwan,Unknown,,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO']"
65,2007-11-01,2007.0,11.0,United Kingdom,China,Unknown,,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
66,2008-01-01,2008.0,1.0,United States,China,System / ideology,,"['NATO', 'NORTHAM']"
66,2008-01-01,2008.0,1.0,United States,China,International power,,"['NATO', 'NORTHAM']"
67,2008-01-01,2008.0,1.0,Germany,United Kingdom,Unknown,,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'GULFC', 'EASTEU', 'CSTO', 'SOUTHAM']"
67,2008-01-01,2008.0,1.0,Pakistan,United Kingdom,Unknown,,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'GULFC', 'EASTEU', 'CSTO', 'SOUTHAM']"
67,2008-01-01,2008.0,1.0,Saudi Arabia,United Kingdom,Unknown,,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'GULFC', 'EASTEU', 'CSTO', 'SOUTHAM']"
67,2008-01-01,2008.0,1.0,Russia,United Kingdom,Unknown,,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'GULFC', 'EASTEU', 'CSTO', 'SOUTHAM']"
67,2008-01-01,2008.0,1.0,Brazil,United Kingdom,Unknown,,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'GULFC', 'EASTEU', 'CSTO', 'SOUTHAM']"
67,2008-01-01,2008.0,1.0,Austria,United Kingdom,Unknown,,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'GULFC', 'EASTEU', 'CSTO', 'SOUTHAM']"
67,2008-01-01,2008.0,1.0,"Iran, Islamic Republic of",United Kingdom,Unknown,,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'GULFC', 'EASTEU', 'CSTO', 'SOUTHAM']"
67,2008-01-01,2008.0,1.0,Belgium,United Kingdom,Unknown,,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'MENA', 'MEA', 'GULFC', 'EASTEU', 'CSTO', 'SOUTHAM']"
68,2008-01-01,2008.0,1.0,Israel,United States,Unknown,,"['ASIA', 'MENA', 'MEA']"
68,2008-01-01,2008.0,1.0,Israel,United Kingdom,Unknown,,"['ASIA', 'MENA', 'MEA']"
69,2008-01-01,2008.0,1.0,Taiwan,Unknown,Unknown,,"['ASIA', 'SCS', 'NEA']"
69,2008-01-01,2008.0,1.0,"Korea, Republic of",Unknown,Unknown,,"['ASIA', 'SCS', 'NEA']"
69,2008-01-01,2008.0,1.0,Japan,Unknown,Unknown,,"['ASIA', 'SCS', 'NEA']"
70,2008-01-01,2008.0,1.0,Global (region),United Kingdom,Unknown,,['NO_REGION']
71,2008-01-01,2008.0,1.0,Global (region),United States,Unknown,,['NO_REGION']
72,2008-01-01,2008.0,1.0,United Kingdom,United Kingdom,Unknown,,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'NORTHAM', 'WESTEU']"
72,2008-01-01,2008.0,1.0,United States,United Kingdom,Unknown,,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'NORTHAM', 'WESTEU']"
72,2008-01-01,2008.0,1.0,France,United Kingdom,Unknown,,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'NORTHAM', 'WESTEU']"
73,2008-01-01,2008.0,1.0,United States,China,International power,,"['NATO', 'NORTHAM']"
75,2008-01-01,2008.0,1.0,Georgia,Russia,International power,,"['ASIA', 'CENTAS', 'NATO', 'MEA', 'CSTO', 'SCO', 'SCS']"
75,2008-01-01,2008.0,1.0,Turkey,Russia,International power,,"['ASIA', 'CENTAS', 'NATO', 'MEA', 'CSTO', 'SCO', 'SCS']"
75,2008-01-01,2008.0,1.0,Kazakhstan,Russia,International power,,"['ASIA', 'CENTAS', 'NATO', 'MEA', 'CSTO', 'SCO', 'SCS']"
75,2008-01-01,2008.0,1.0,Azerbaijan,Russia,International power,,"['ASIA', 'CENTAS', 'NATO', 'MEA', 'CSTO', 'SCO', 'SCS']"
75,2008-01-01,2008.0,1.0,Uzbekistan,Russia,International power,,"['ASIA', 'CENTAS', 'NATO', 'MEA', 'CSTO', 'SCO', 'SCS']"
75,2008-01-01,2008.0,1.0,Kyrgyzstan,Russia,International power,,"['ASIA', 'CENTAS', 'NATO', 'MEA', 'CSTO', 'SCO', 'SCS']"
76,2008-01-01,2008.0,1.0,United States,Unknown,System / ideology,,"['NATO', 'NORTHAM']"
76,2008-01-01,2008.0,1.0,United States,Unknown,Cyber-specific,,"['NATO', 'NORTHAM']"
77,2008-03-01,2008.0,3.0,China,China,System / ideology,,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'NATO', 'NORTHAM']"
77,2008-03-01,2008.0,3.0,China,China,Secession,,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'NATO', 'NORTHAM']"
77,2008-03-01,2008.0,3.0,United States,China,System / ideology,,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'NATO', 'NORTHAM']"
77,2008-03-01,2008.0,3.0,United States,China,Secession,,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'NATO', 'NORTHAM']"
78,2008-03-07,2008.0,3.0,United States,China,Unknown,,"['NATO', 'NORTHAM']"
79,2008-04-01,2008.0,4.0,United States,China,International power,,"['NATO', 'NORTHAM']"
80,2008-04-01,2008.0,4.0,Belgium,China,Unknown,,"['EUROPE', 'EU(MS)', 'NATO', 'WESTEU']"
81,2008-04-17,2008.0,4.0,United States,China,System / ideology,,"['NATO', 'NORTHAM']"
82,2008-04-26,2008.0,4.0,Belarus,Belarus,System / ideology,,"['EUROPE', 'EASTEU', 'CSTO', 'BALKANS', 'WBALKANS', 'SCO', 'ASIA', 'CENTAS', 'NATO', 'NORTHAM']"
82,2008-04-26,2008.0,4.0,Belarus,Belarus,National power,,"['EUROPE', 'EASTEU', 'CSTO', 'BALKANS', 'WBALKANS', 'SCO', 'ASIA', 'CENTAS', 'NATO', 'NORTHAM']"
82,2008-04-26,2008.0,4.0,Serbia,Belarus,System / ideology,,"['EUROPE', 'EASTEU', 'CSTO', 'BALKANS', 'WBALKANS', 'SCO', 'ASIA', 'CENTAS', 'NATO', 'NORTHAM']"
82,2008-04-26,2008.0,4.0,Serbia,Belarus,National power,,"['EUROPE', 'EASTEU', 'CSTO', 'BALKANS', 'WBALKANS', 'SCO', 'ASIA', 'CENTAS', 'NATO', 'NORTHAM']"
82,2008-04-26,2008.0,4.0,Russia,Belarus,System / ideology,,"['EUROPE', 'EASTEU', 'CSTO', 'BALKANS', 'WBALKANS', 'SCO', 'ASIA', 'CENTAS', 'NATO', 'NORTHAM']"
82,2008-04-26,2008.0,4.0,Russia,Belarus,National power,,"['EUROPE', 'EASTEU', 'CSTO', 'BALKANS', 'WBALKANS', 'SCO', 'ASIA', 'CENTAS', 'NATO', 'NORTHAM']"
82,2008-04-26,2008.0,4.0,Tajikistan,Belarus,System / ideology,,"['EUROPE', 'EASTEU', 'CSTO', 'BALKANS', 'WBALKANS', 'SCO', 'ASIA', 'CENTAS', 'NATO', 'NORTHAM']"
82,2008-04-26,2008.0,4.0,Tajikistan,Belarus,National power,,"['EUROPE', 'EASTEU', 'CSTO', 'BALKANS', 'WBALKANS', 'SCO', 'ASIA', 'CENTAS', 'NATO', 'NORTHAM']"
82,2008-04-26,2008.0,4.0,United States,Belarus,System / ideology,,"['EUROPE', 'EASTEU', 'CSTO', 'BALKANS', 'WBALKANS', 'SCO', 'ASIA', 'CENTAS', 'NATO', 'NORTHAM']"
82,2008-04-26,2008.0,4.0,United States,Belarus,National power,,"['EUROPE', 'EASTEU', 'CSTO', 'BALKANS', 'WBALKANS', 'SCO', 'ASIA', 'CENTAS', 'NATO', 'NORTHAM']"
83,2008-05-12,2008.0,5.0,Chile,Chile,Cyber-specific,,['SOUTHAM']
84,2008-06-01,2008.0,6.0,Lithuania,Russia,System / ideology,,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
85,2008-06-01,2008.0,6.0,China,China,Unknown,,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'NATO', 'NORTHAM', 'SASIA', 'SEA']"
85,2008-06-01,2008.0,6.0,United States,China,Unknown,,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'NATO', 'NORTHAM', 'SASIA', 'SEA']"
85,2008-06-01,2008.0,6.0,India,China,Unknown,,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'NATO', 'NORTHAM', 'SASIA', 'SEA']"
85,2008-06-01,2008.0,6.0,Vietnam,China,Unknown,,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'NATO', 'NORTHAM', 'SASIA', 'SEA']"
85,2008-06-01,2008.0,6.0,Taiwan,China,Unknown,,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'NATO', 'NORTHAM', 'SASIA', 'SEA']"
85,2008-06-01,2008.0,6.0,Bangladesh,China,Unknown,,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'NATO', 'NORTHAM', 'SASIA', 'SEA']"
85,2008-06-01,2008.0,6.0,Philippines,China,Unknown,,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'NATO', 'NORTHAM', 'SASIA', 'SEA']"
85,2008-06-01,2008.0,6.0,Hong Kong,China,Unknown,,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'NATO', 'NORTHAM', 'SASIA', 'SEA']"
85,2008-06-01,2008.0,6.0,Laos,China,Unknown,,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'NATO', 'NORTHAM', 'SASIA', 'SEA']"
86,2008-07-01,2008.0,7.0,China,United States,International power,,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO']"
87,2008-07-20,2008.0,7.0,Georgia,Russia,International power,,"['ASIA', 'CENTAS']"
88,2008-08-10,2008.0,8.0,Russia,Georgia,International power,,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
88,2008-08-10,2008.0,8.0,Russia,Georgia,Secession,,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
89,2008-09-01,2008.0,9.0,China,United States,System / ideology,,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO']"
89,2008-09-01,2008.0,9.0,China,United States,International power,,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO']"
90,2008-09-16,2008.0,9.0,United States,United States,System / ideology,,"['NATO', 'NORTHAM']"
91,2008-10-01,2008.0,10.0,United States,Russia,Unknown,,"['NATO', 'NORTHAM']"
92,2008-11-01,2008.0,11.0,Pakistan,India,System / ideology,,"['ASIA', 'SASIA', 'SCO']"
93,2008-11-01,2008.0,11.0,India,Pakistan,System / ideology,,"['ASIA', 'SASIA', 'SCO']"
94,2008-12-01,2008.0,12.0,Israel,Unknown,System / ideology,,"['ASIA', 'MENA', 'MEA']"
94,2008-12-01,2008.0,12.0,Israel,Unknown,Secession,,"['ASIA', 'MENA', 'MEA']"
95,2008-12-01,2008.0,12.0,France,China,System / ideology,,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
96,2009-01-01,2009.0,1.0,Israel,Unknown,System / ideology,,"['ASIA', 'MENA', 'MEA']"
96,2009-01-01,2009.0,1.0,Israel,Unknown,Secession,,"['ASIA', 'MENA', 'MEA']"
97,2009-01-01,2009.0,1.0,United States,Iraq,System / ideology,,"['NATO', 'NORTHAM']"
97,2009-01-01,2009.0,1.0,United States,Iraq,National power,,"['NATO', 'NORTHAM']"
98,2009-01-01,2009.0,1.0,Malaysia,Unknown,Unknown,,"['ASIA', 'SCS', 'SEA', 'EASIA', 'NEA', 'SCO', 'SASIA']"
98,2009-01-01,2009.0,1.0,Indonesia,Unknown,Unknown,,"['ASIA', 'SCS', 'SEA', 'EASIA', 'NEA', 'SCO', 'SASIA']"
98,2009-01-01,2009.0,1.0,China,Unknown,Unknown,,"['ASIA', 'SCS', 'SEA', 'EASIA', 'NEA', 'SCO', 'SASIA']"
98,2009-01-01,2009.0,1.0,Singapore,Unknown,Unknown,,"['ASIA', 'SCS', 'SEA', 'EASIA', 'NEA', 'SCO', 'SASIA']"
98,2009-01-01,2009.0,1.0,India,Unknown,Unknown,,"['ASIA', 'SCS', 'SEA', 'EASIA', 'NEA', 'SCO', 'SASIA']"
98,2009-01-01,2009.0,1.0,Thailand,Unknown,Unknown,,"['ASIA', 'SCS', 'SEA', 'EASIA', 'NEA', 'SCO', 'SASIA']"
99,2009-01-01,2009.0,1.0,United States,China,International power,,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EASIA', 'SCO']"
99,2009-01-01,2009.0,1.0,Japan,China,International power,,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EASIA', 'SCO']"
99,2009-01-01,2009.0,1.0,"Korea, Republic of",China,International power,,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EASIA', 'SCO']"
99,2009-01-01,2009.0,1.0,Thailand,China,International power,,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EASIA', 'SCO']"
99,2009-01-01,2009.0,1.0,China,China,International power,,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EASIA', 'SCO']"
100,2009-01-01,2009.0,1.0,Global (region),United States,Unknown,,['NO_REGION']
101,2009-01-01,2009.0,1.0,Bahamas,United States,Unknown,,"['NO_REGION', 'ASIA', 'SASIA', 'AFRICA', 'SSA', 'SCS', 'SEA']"
101,2009-01-01,2009.0,1.0,Afghanistan,United States,Unknown,,"['NO_REGION', 'ASIA', 'SASIA', 'AFRICA', 'SSA', 'SCS', 'SEA']"
101,2009-01-01,2009.0,1.0,Mexico,United States,Unknown,,"['NO_REGION', 'ASIA', 'SASIA', 'AFRICA', 'SSA', 'SCS', 'SEA']"
101,2009-01-01,2009.0,1.0,Kenya,United States,Unknown,,"['NO_REGION', 'ASIA', 'SASIA', 'AFRICA', 'SSA', 'SCS', 'SEA']"
101,2009-01-01,2009.0,1.0,Philippines,United States,Unknown,,"['NO_REGION', 'ASIA', 'SASIA', 'AFRICA', 'SSA', 'SCS', 'SEA']"
102,2009-01-01,2009.0,1.0,Syria,Unknown,Unknown,,"['ASIA', 'MENA', 'MEA', 'SASIA', 'AFRICA', 'SSA', 'NAF', 'EUROPE', 'EASTEU', 'CSTO', 'SCO', 'GULFC']"
102,2009-01-01,2009.0,1.0,"Iran, Islamic Republic of",Unknown,Unknown,,"['ASIA', 'MENA', 'MEA', 'SASIA', 'AFRICA', 'SSA', 'NAF', 'EUROPE', 'EASTEU', 'CSTO', 'SCO', 'GULFC']"
102,2009-01-01,2009.0,1.0,Afghanistan,Unknown,Unknown,,"['ASIA', 'MENA', 'MEA', 'SASIA', 'AFRICA', 'SSA', 'NAF', 'EUROPE', 'EASTEU', 'CSTO', 'SCO', 'GULFC']"
102,2009-01-01,2009.0,1.0,Tanzania,Unknown,Unknown,,"['ASIA', 'MENA', 'MEA', 'SASIA', 'AFRICA', 'SSA', 'NAF', 'EUROPE', 'EASTEU', 'CSTO', 'SCO', 'GULFC']"
102,2009-01-01,2009.0,1.0,Ethiopia,Unknown,Unknown,,"['ASIA', 'MENA', 'MEA', 'SASIA', 'AFRICA', 'SSA', 'NAF', 'EUROPE', 'EASTEU', 'CSTO', 'SCO', 'GULFC']"
102,2009-01-01,2009.0,1.0,Sudan,Unknown,Unknown,,"['ASIA', 'MENA', 'MEA', 'SASIA', 'AFRICA', 'SSA', 'NAF', 'EUROPE', 'EASTEU', 'CSTO', 'SCO', 'GULFC']"
102,2009-01-01,2009.0,1.0,Russia,Unknown,Unknown,,"['ASIA', 'MENA', 'MEA', 'SASIA', 'AFRICA', 'SSA', 'NAF', 'EUROPE', 'EASTEU', 'CSTO', 'SCO', 'GULFC']"
102,2009-01-01,2009.0,1.0,Belarus,Unknown,Unknown,,"['ASIA', 'MENA', 'MEA', 'SASIA', 'AFRICA', 'SSA', 'NAF', 'EUROPE', 'EASTEU', 'CSTO', 'SCO', 'GULFC']"
102,2009-01-01,2009.0,1.0,United Arab Emirates,Unknown,Unknown,,"['ASIA', 'MENA', 'MEA', 'SASIA', 'AFRICA', 'SSA', 'NAF', 'EUROPE', 'EASTEU', 'CSTO', 'SCO', 'GULFC']"
103,2009-01-01,2009.0,1.0,"Korea, Republic of","Korea, Democratic People's Republic of",System / ideology,,"['ASIA', 'SCS', 'NEA', 'NATO', 'NORTHAM']"
