ID,start_date,year,month,initiator_country,incident_type,receiver_country,receiver_category,receiver_category_subcode,receiver_region
19,2005-01-01,2005.0,1.0,Brazil,Hijacking with Misuse,France,Corporate Targets,,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'CSTO', 'SCO', 'MENA', 'MEA', 'GULFC', 'SASIA', 'EASTEU']"
19,2005-01-01,2005.0,1.0,Brazil,Hijacking with Misuse,France,Media,,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'CSTO', 'SCO', 'MENA', 'MEA', 'GULFC', 'SASIA', 'EASTEU']"
19,2005-01-01,2005.0,1.0,Brazil,Hijacking with Misuse,France,Critical infrastructure,Finance,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'CSTO', 'SCO', 'MENA', 'MEA', 'GULFC', 'SASIA', 'EASTEU']"
19,2005-01-01,2005.0,1.0,Brazil,Hijacking with Misuse,Kazakhstan,State institutions / political system,Government / ministries,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'CSTO', 'SCO', 'MENA', 'MEA', 'GULFC', 'SASIA', 'EASTEU']"
19,2005-01-01,2005.0,1.0,Brazil,Hijacking with Misuse,Kazakhstan,Critical infrastructure,Energy,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'CSTO', 'SCO', 'MENA', 'MEA', 'GULFC', 'SASIA', 'EASTEU']"
19,2005-01-01,2005.0,1.0,Brazil,Hijacking with Misuse,Kazakhstan,Corporate Targets,,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'CSTO', 'SCO', 'MENA', 'MEA', 'GULFC', 'SASIA', 'EASTEU']"
19,2005-01-01,2005.0,1.0,Brazil,Hijacking with Misuse,Kazakhstan,Media,,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'CSTO', 'SCO', 'MENA', 'MEA', 'GULFC', 'SASIA', 'EASTEU']"
19,2005-01-01,2005.0,1.0,Brazil,Hijacking with Misuse,Kazakhstan,Critical infrastructure,Finance,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'CSTO', 'SCO', 'MENA', 'MEA', 'GULFC', 'SASIA', 'EASTEU']"
19,2005-01-01,2005.0,1.0,Brazil,Hijacking with Misuse,United Arab Emirates,State institutions / political system,Government / ministries,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'CSTO', 'SCO', 'MENA', 'MEA', 'GULFC', 'SASIA', 'EASTEU']"
19,2005-01-01,2005.0,1.0,Brazil,Hijacking with Misuse,United Arab Emirates,Critical infrastructure,Energy,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'CSTO', 'SCO', 'MENA', 'MEA', 'GULFC', 'SASIA', 'EASTEU']"
19,2005-01-01,2005.0,1.0,Brazil,Hijacking with Misuse,United Arab Emirates,Corporate Targets,,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'CSTO', 'SCO', 'MENA', 'MEA', 'GULFC', 'SASIA', 'EASTEU']"
19,2005-01-01,2005.0,1.0,Brazil,Hijacking with Misuse,United Arab Emirates,Media,,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'CSTO', 'SCO', 'MENA', 'MEA', 'GULFC', 'SASIA', 'EASTEU']"
19,2005-01-01,2005.0,1.0,Brazil,Hijacking with Misuse,United Arab Emirates,Critical infrastructure,Finance,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'CSTO', 'SCO', 'MENA', 'MEA', 'GULFC', 'SASIA', 'EASTEU']"
19,2005-01-01,2005.0,1.0,Brazil,Hijacking with Misuse,India,State institutions / political system,Government / ministries,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'CSTO', 'SCO', 'MENA', 'MEA', 'GULFC', 'SASIA', 'EASTEU']"
19,2005-01-01,2005.0,1.0,Brazil,Hijacking with Misuse,India,Critical infrastructure,Energy,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'CSTO', 'SCO', 'MENA', 'MEA', 'GULFC', 'SASIA', 'EASTEU']"
19,2005-01-01,2005.0,1.0,Brazil,Hijacking with Misuse,India,Corporate Targets,,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'CSTO', 'SCO', 'MENA', 'MEA', 'GULFC', 'SASIA', 'EASTEU']"
19,2005-01-01,2005.0,1.0,Brazil,Hijacking with Misuse,India,Media,,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'CSTO', 'SCO', 'MENA', 'MEA', 'GULFC', 'SASIA', 'EASTEU']"
19,2005-01-01,2005.0,1.0,Brazil,Hijacking with Misuse,India,Critical infrastructure,Finance,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'CSTO', 'SCO', 'MENA', 'MEA', 'GULFC', 'SASIA', 'EASTEU']"
19,2005-01-01,2005.0,1.0,Brazil,Hijacking with Misuse,Russia,State institutions / political system,Government / ministries,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'CSTO', 'SCO', 'MENA', 'MEA', 'GULFC', 'SASIA', 'EASTEU']"
19,2005-01-01,2005.0,1.0,Brazil,Hijacking with Misuse,Russia,Critical infrastructure,Energy,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'CSTO', 'SCO', 'MENA', 'MEA', 'GULFC', 'SASIA', 'EASTEU']"
19,2005-01-01,2005.0,1.0,Brazil,Hijacking with Misuse,Russia,Corporate Targets,,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'CSTO', 'SCO', 'MENA', 'MEA', 'GULFC', 'SASIA', 'EASTEU']"
19,2005-01-01,2005.0,1.0,Brazil,Hijacking with Misuse,Russia,Media,,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'CSTO', 'SCO', 'MENA', 'MEA', 'GULFC', 'SASIA', 'EASTEU']"
19,2005-01-01,2005.0,1.0,Brazil,Hijacking with Misuse,Russia,Critical infrastructure,Finance,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'CSTO', 'SCO', 'MENA', 'MEA', 'GULFC', 'SASIA', 'EASTEU']"
20,2005-02-01,2005.0,2.0,Kyrgyzstan,Disruption,Kyrgyzstan,State institutions / political system,Political parties,"['ASIA', 'CENTAS', 'CSTO', 'SCS']"
20,2005-02-01,2005.0,2.0,Kyrgyzstan,Disruption,Kyrgyzstan,State institutions / political system,Election infrastructure / related systems,"['ASIA', 'CENTAS', 'CSTO', 'SCS']"
20,2005-02-01,2005.0,2.0,Kyrgyzstan,Disruption,Kyrgyzstan,Social groups,Advocacy / activists (e.g. human rights organizations),"['ASIA', 'CENTAS', 'CSTO', 'SCS']"
20,2005-02-01,2005.0,2.0,Kyrgyzstan,Disruption,Kyrgyzstan,End user(s) / specially protected groups,,"['ASIA', 'CENTAS', 'CSTO', 'SCS']"
20,2005-02-01,2005.0,2.0,Kyrgyzstan,Disruption,Kyrgyzstan,Media,,"['ASIA', 'CENTAS', 'CSTO', 'SCS']"
21,2006-01-01,2006.0,1.0,United States,Data theft,Qatar,Media,,"['ASIA', 'MENA', 'MEA', 'GULFC']"
22,2006-01-01,2006.0,1.0,United States,Data theft,Russia,Critical infrastructure,Transportation,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
23,2006-01-01,2006.0,1.0,China,Data theft,United States,Social groups,Advocacy / activists (e.g. human rights organizations),"['NATO', 'NORTHAM']"
23,2006-01-01,2006.0,1.0,China,Data theft,United States,Corporate Targets,,"['NATO', 'NORTHAM']"
24,2006-01-01,2006.0,1.0,China,Data theft,United States,State institutions / political system,Government / ministries,"['NATO', 'NORTHAM']"
24,2006-01-01,2006.0,1.0,China,Data theft,United States,State institutions / political system,Military,"['NATO', 'NORTHAM']"
25,2006-01-01,2006.0,1.0,China,Data theft,United States,State institutions / political system,Government / ministries,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,United States,International / supranational organization,,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,United States,Critical infrastructure,Energy,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,United States,Critical infrastructure,Telecommunications,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,United States,Critical infrastructure,Defence industry,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,United States,Social groups,Other social groups,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,United States,Corporate Targets,,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,United States,Media,,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Canada,State institutions / political system,Government / ministries,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Canada,International / supranational organization,,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Canada,Critical infrastructure,Energy,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Canada,Critical infrastructure,Telecommunications,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Canada,Critical infrastructure,Defence industry,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Canada,Social groups,Other social groups,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Canada,Corporate Targets,,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Canada,Media,,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,"Korea, Republic of",State institutions / political system,Government / ministries,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,"Korea, Republic of",International / supranational organization,,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,"Korea, Republic of",Critical infrastructure,Energy,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,"Korea, Republic of",Critical infrastructure,Telecommunications,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,"Korea, Republic of",Critical infrastructure,Defence industry,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,"Korea, Republic of",Social groups,Other social groups,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,"Korea, Republic of",Corporate Targets,,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,"Korea, Republic of",Media,,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Taiwan,State institutions / political system,Government / ministries,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Taiwan,International / supranational organization,,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Taiwan,Critical infrastructure,Energy,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Taiwan,Critical infrastructure,Telecommunications,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Taiwan,Critical infrastructure,Defence industry,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Taiwan,Social groups,Other social groups,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Taiwan,Corporate Targets,,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Taiwan,Media,,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Vietnam,State institutions / political system,Government / ministries,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Vietnam,International / supranational organization,,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Vietnam,Critical infrastructure,Energy,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Vietnam,Critical infrastructure,Telecommunications,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Vietnam,Critical infrastructure,Defence industry,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Vietnam,Social groups,Other social groups,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Vietnam,Corporate Targets,,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Vietnam,Media,,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Germany,State institutions / political system,Government / ministries,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Germany,International / supranational organization,,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Germany,Critical infrastructure,Energy,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Germany,Critical infrastructure,Telecommunications,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Germany,Critical infrastructure,Defence industry,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Germany,Social groups,Other social groups,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Germany,Corporate Targets,,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Germany,Media,,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,India,State institutions / political system,Government / ministries,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,India,International / supranational organization,,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,India,Critical infrastructure,Energy,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,India,Critical infrastructure,Telecommunications,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,India,Critical infrastructure,Defence industry,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,India,Social groups,Other social groups,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,India,Corporate Targets,,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,India,Media,,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Japan,State institutions / political system,Government / ministries,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Japan,International / supranational organization,,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Japan,Critical infrastructure,Energy,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Japan,Critical infrastructure,Telecommunications,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Japan,Critical infrastructure,Defence industry,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Japan,Social groups,Other social groups,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Japan,Corporate Targets,,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,Japan,Media,,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,United Kingdom,State institutions / political system,Government / ministries,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,United Kingdom,International / supranational organization,,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,United Kingdom,Critical infrastructure,Energy,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,United Kingdom,Critical infrastructure,Telecommunications,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,United Kingdom,Critical infrastructure,Defence industry,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,United Kingdom,Social groups,Other social groups,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,United Kingdom,Corporate Targets,,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,2006-01-01,2006.0,1.0,China,Data theft,United Kingdom,Media,,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
